title,museum,era,material,size
洞穴全景,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1902-1914,,物体维度：13 x 18厘米
Höhlen-Panorama,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
洞穴全景,Staatliche Museen zu Berlin,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Ruinenfeld,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Gebäude,Staatliche Museen zu Berlin,1913-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Höhlenansicht mit Wandmalereien,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
在Ruinenfeld建造,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴视图,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
"Predigtszenen in Berglandschaften, darunter Musikerfries - Wandmalerei",柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
讲道场景 - 墙画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Lehrender Maitreya - Wandmalerei,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
山区景观中的讲道和崇敬场景 - 墙壁绘画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Garuda - Wandmalerei,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
山区景观中的讲道和崇敬场景 - 墙壁绘画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlen-Panorama,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
洞穴全景,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
Höhlen-Panorama,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlen-Panorama,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
洞穴全景,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
玛拉（Mara）的诱惑和佛陀生活的场景 - 墙壁绘画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Höhlen-Panorama,Staatliche Museen zu Berlin,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
Garuda - Wandmalerei,Staatliche Museen zu Berlin,1902-1914,,盘子尺寸（照片）：13 x 18厘米
在天顶通过山景飞行的杂星，鸟和星星 - 墙壁绘画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Garuda - Wandmalerei,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
Garuda - Wandmalerei,柏林州立博物馆,1906-1907,,Plattengröße (Foto): 13 x 18 cm
建筑,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
佛陀 - 墙画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
与Jatakas和Avadanas的山区景观 - 墙壁绘画,柏林州立博物馆,1902-1914,,Plattengröße (Foto): 13 x 18 cm
壁画,柏林州立博物馆,1902-1914,,
壁画,柏林州立博物馆,1902-1914,,
讲道场景 - 墙画,柏林州立博物馆,1902-1914,,
壁画,柏林州立博物馆,1904-1905,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1906-1907,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1913-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1902-1914,,
壁画,柏林州立博物馆,1906-1907,,
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
Wandmalerei,柏林州立博物馆,1906-1907,,
壁画,柏林州立博物馆,1902-1914,,盘子尺寸（照片）：13 x 18厘米
壁画,柏林州立博物馆,1906,,盘子尺寸（照片）：13 x 18厘米
Regengott 雨師 (Yushi),柏林州立博物馆,20世纪（一半），1972年之前,木头，被头发抓住,"Objektmaß: 29,5 x 14 x 10,5 cm"
Donnergott  雷公 Leigong,柏林州立博物馆,20世纪，1972年之前,木头，被抓住,对象维度：30 x 14.5 x 11厘米
Blitzgöttin 電母 (Dianmu),柏林州立博物馆,20世纪，1972年之前,木头，被抓住,对象维度：28 x 13 x 10.5厘米
Windgott 風伯 (Fengbo),柏林州立博物馆,20世纪（一半），1972年之前,木头，被头发抓住,Objektmaß: 29 x 13 x 10 cm
木制框架的两个部分之一,柏林州立博物馆,,木头，油漆,"Höhe x Breite x Tiefe: d) 11 x 28 x 2,8 cm"
章节的一部分,柏林州立博物馆,,Holz,"Höhe x Breite x Tiefe: 11,5 x 20,5 x 19,5 cm (nur c)"
章节的一部分,柏林州立博物馆,,Holz,高度x宽度x深度：6 x 31 x 21.5厘米（仅D）
Teil eines Kapitell,柏林州立博物馆,,Holz,高度x宽度x深度：6 x 31 x 21厘米（仅B）
Uigurian音乐,柏林州立博物馆,,TDK D60,
Uigurian音乐,柏林州立博物馆,,Maxell LN 60,
Freedom Chants From the Roof of the World. The Gyuto Monks,Staatliche Museen zu Berlin,,SKC AX Super Ferro Acoustic Extra Wide Range AX 60,
Songs From Old Tibet. The Sacred Chants of Tibetan Lamas,柏林州立博物馆,,Tony Compact Cassette C60,
Tibetan Mahayan Buddhist Chants,柏林州立博物馆,,Material: n.i.,
4个支持帖子之一,柏林州立博物馆,,木头，雕刻和涂漆,高度x宽度x深：d）82.5厘米
4个支持帖子之一,柏林州立博物馆,,木头，雕刻和涂漆,高度x宽度x深：c）78.5 x 12.8 x 13.8 cm
4个支持帖子之一,柏林州立博物馆,,木头，雕刻和涂漆,高度x宽度x深度：b）78.5 x 12 x 13.5厘米
leg,柏林州立博物馆,,空气干燥的粘土，油漆,"Höhe x Breite x Tiefe: 50,4 x 21 x 18,1 cm"
Großer Kopf einer Devata,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：24.8 x 18 x 14厘米
dev,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：24 x 18.5 x 14厘米
Bodhisattva,Staatliche Museen zu Berlin,,粘土，带有颜色残留,高度x宽度x深度：38.8 x 23.5 x 9厘米
Bodhisattva,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：37.7 x 18 x 10厘米
Devata头,柏林州立博物馆,,用油漆铸造的石膏涂料,高度x宽度x深度：24 x 19.5 x 10.5厘米
Devata头,柏林州立博物馆,,用油漆铸造的石膏涂料,"Höhe x Breite x Tiefe: 25,4 x 19,4 x 10,3 cm"
Halspartie einer Statuette,柏林州立博物馆,,用油漆铸造的石膏涂料,高度x宽度x深度：20 x 21 x 4.5厘米
玫瑰花结的形式,柏林州立博物馆,,Gipsform,高度x宽度x深度：20.5 x 25 x 6.5厘米
女性上半身，手，Lotos的形式,Staatliche Museen zu Berlin,,Gipsform,高度x宽度x深度：30 x 28 x 7厘米
Rest eines riesigen Pferdekopfes,柏林州立博物馆,,空气干燥的粘土和颜色残留,高度x宽度x深度：27 x 27 x 30厘米
Tisch mit Speisen  皮影戲用具  : 餐... 食物,柏林州立博物馆,20世纪的一半,Eselled，绘画,身高：18.5厘米
"""Meister des Kosmos"":  皮影戲頭: 宇宙大仙",柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：13厘米
Höllenscherge:  皮影戲頭:  魁卒,柏林州立博物馆,20世纪的一半,"Büffelhaut, bemalt",身高：16厘米
Geist des Feuers  皮影戲頭: 火精,柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：13.5厘米
"""Höllenbote""  皮影戲頭: 地獄使者",柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：26.5厘米
长寿之神寿仙（ - 星）,柏林州立博物馆,20世纪的一半,"Büffelhaut, bemalt",身高：17厘米
Li Tieguai    皮影戲頭: 李 鉄枴    - einer der Acht  Unsterblichen,柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：14.5厘米
"""Drachengott""　皮影戲頭: 龍神",柏林州立博物馆,20世纪的一半,"Büffelhaut, bemalt",身高：21厘米
Junges Mädchen:  皮影戲頭:  少女,柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：12.5厘米
Jüngling  皮影戲頭: 年青男子 (生) (In der Abbildung kombiniert mit I D 37292 und 322),柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：12厘米
帝国太监太...,柏林州立博物馆,,水牛皮，油漆,"Länge: 43,5 cm"
"Daoistischer ""Heiliger Greis""  皮影戲頭: 仙翁",柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：16厘米
Verschmitzter Greis .... 老翁,柏林州立博物馆,,水牛皮，油漆,身高：15厘米
Alter Kaufmann 老商人,柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：57厘米
“恶魔猎人中库”钟魁,柏林州立博物馆,1933年之前的20世纪一半,水牛皮，油漆,身高：67厘米
"""Löwe""  皮影戲用具:  狮子",柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：50.5厘米
"""Kaiserin"" 皮影戲頭",柏林州立博物馆,,水牛皮，油漆,身高：20厘米
"""Prunkstuhl"" 皮影戲用具 椅子",柏林州立博物馆,,水牛皮，油漆,身高：50.5厘米
"""Neundrachenhut"" 九龍 冠",柏林州立博物馆,20世纪的一半,水牛皮，油漆,身高：13厘米
Held   皮影戲頭:... (kombiniert mit ...),柏林州立博物馆,,水牛皮，油漆,身高：14厘米
龙外套,柏林州立博物馆,,水牛皮，油漆,Länge: 55 cm
Kraftvoller Typ  皮影戲頭:  kombiniert mit ...,柏林州立博物馆,,水牛皮，油漆,身高：15厘米
“箭袍”,柏林州立博物馆,,水牛皮，油漆,身高：56.5厘米
"""Fechtermütze"" 劍士帽",柏林州立博物馆,1933年之前的20世纪一半,水牛皮，油漆,身高：18.5厘米
蒙古官员,柏林州立博物馆,20世纪（一半的一半）,水牛皮，油漆,身高：15.5厘米
Starker Charakter   皮影戲頭: ...,柏林州立博物馆,,水牛皮，油漆,身高：14厘米
私人,柏林州立博物馆,,水牛皮，油漆,"Länge: 56,5 cm"
Alter Fischer  老漁夫,柏林州立博物馆,um 1930,Eselled，绘画,Länge: 30 cm
Stutzer 花花公子,柏林州立博物馆,um 1930,Eselled，绘画,Länge: 28 cm
Holzfäller: 樵夫,柏林州立博物馆,um 1930,Eselled，绘画,身高：总计：28.5厘米
美丽的村庄：乡下乡下女（与I D 39196结合使用）,柏林州立博物馆,um 1930,Eselled，绘画,Länge: 26 cm
Trommler  鼓手,柏林州立博物馆,um 1930,Eselled，绘画,Länge: 27 cm
Trommler  鼓手,柏林州立博物馆,20世纪的一半,Eselled，绘画,"Länge: 24,5 cm"
Kopf eines Kriegers unterwegs 皮影戲頭:出 征 的武士 (hier kombiniert mit I D 39176),柏林州立博物馆,um 1930,Eselled，绘画,身高：13.5厘米
Blühender Prunusbaum 皮影戲用具 :  梅樹,柏林州立博物馆,um 1930,Eselled，绘画,身高：60.5厘米
Neun-Etagen-Pagode   皮影戲用具 : 九層塔,柏林州立博物馆,um 1930,Eselled，绘画,身高：82厘米
Drachenstuhl für Kaiser  皮影戲用具 : 皇帝的龓座,柏林州立博物馆,,Eselled，绘画,身高：28.3厘米
Dämonenhäuptling  皮影戲頭:  魁頭目,柏林州立博物馆,1931年之前,Leder,身高：14.1厘米
Besiegter Dämon:  皮影戲頭: 降魔,柏林州立博物馆,1931年之前,Leder,身高：10.3厘米
Sitzende Guanyin,柏林州立博物馆,1843年之前,白色釉面瓷器,对象维度：38 x 14 x 6.5厘米
Buddhakopf,柏林州立博物馆,,粘土，绘画层和镀金的遗迹,高度x宽度x深度：11.5 x 6.5 x 5.5厘米
右手,柏林州立博物馆,,空气干燥的粘土和绘画层的残余物,高度x宽度x深度：2.5 x 6.5 x 4厘米
头发和额头游戏,柏林州立博物馆,,粘土，带有红色声音层的遗迹，最初可能绘制,高度x宽度x深度：11 x 9.5 x 8厘米
dev,柏林州立博物馆,,吨的红色声音层，可能被燃烧,高度x宽度x深度：11 x 8.5 x 6.5厘米
Kopf,柏林州立博物馆,,空气干燥的粘土，清洁,高度x宽度x深度：13.5 x 8 x 5.5厘米
Buddhakopf,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：14.5 x 9 x 7厘米
骑士带剪裁头盔,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：11.5 x 6.5 x 6厘米
Buddhakopf,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：9 x 6.5 x 6.5厘米
Buddhakopf,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：14 x 11 x 8厘米
dev,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：12 x 9.5 x 6厘米
带有皱纹长袍的小插头的腹部部分,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：11 x 9.5 x 5厘米
莲花底腿,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：7 x 12.5 x 3厘米
devata头的碎片,柏林州立博物馆,,粘土，被燃烧，绘画层的残余物,高度x宽度x深度：11.5 x 8 x 6厘米
Devata头,柏林州立博物馆,,粘土，被燃烧，绘画层的残余物,高度x宽度x深度：10 x 7.5 x 4厘米
Devata头,柏林州立博物馆,,Lehm,高度x宽度x深度：10 x 6 x 4厘米
Brahmanenkopf,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：7 x 6 x 4厘米
Devata或Bodhisattva的左肩区域的碎片,柏林州立博物馆,,粘土，被燃烧，颜色绘画的残余物,高度x宽度x深度：15 x 11 x 6.5厘米
dev,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：9 x 6 x 5厘米
佛陀头,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：8.5 x 8.5 x 5厘米
Torso,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：91.3 x 38.5 x 24厘米
骑士的头,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：14 x 7 x 8.5厘米
自然主义的头,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：15.6 x 9 x 10厘米
小恶魔的小头,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：14 x 13 x 11厘米
dem,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：11.8 x 10 x 8厘米（带螺纹杆）
菩萨头,柏林州立博物馆,,空气干燥的粘土和颜色残留,高度x宽度x深度：15.5 x 12 x 13厘米
Bodhisattva,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：14 x 11 x 9厘米
Taube,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：8 x 13 x 6厘米
粘土头，蓝色红色的头巾,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：4 x 3 x 2 cm
动物头，狗或jack狼,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：10 x 11.5 x 14厘米
马头,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：12 x 8.5 x 12.5厘米
Kirtimuhka Löwenkopfmotiv,柏林州立博物馆,,砂岩,高度x直径：9.5 x 10厘米
大莲花玫瑰花,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：3 x 8.5 x 9厘米
Rosette,柏林州立博物馆,,粘土，燃烧,高度x直径：1 x 8厘米
菩萨头,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：19.5 x 11 x 10厘米
Devata Head（Nirvanag Group）,柏林州立博物馆,,空气干燥的粘土和颜色残留,高度x宽度x深度：17 x 12 x 13厘米
人脸的一部分,柏林州立博物馆,,粘土，粘土一层,高度x宽度x深度：9.5 x 6 x 3厘米
apsaras以优惠的态度,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：15.5 x 12 x 3.5厘米
坐佛,柏林州立博物馆,,镀金,高度x宽度x深度：16 x 11 x 2.8厘米（带底座）
两个城堡,柏林州立博物馆,,空气干燥的粘土，油漆和镀金,高度x宽度x深度：9.8 x 11.6 x 6 cm（a）
el,柏林州立博物馆,,空气干燥的粘土和颜色残留,高度x宽度x深度：14.5 x 11 x 9厘米
救济小雕像无头，站立的男性形象,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：35.5 x 14 x 9厘米
雄性躯干，有一块钢蹄布,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：37.5 x 14 x 7厘米
小象头,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：10 x 9.5 x 7厘米
Buddha,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：17 x 12 x 2厘米
Bodhisattva,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：35.2 x 21 x 16厘米
祈祷态度的devata,柏林州立博物馆,,"Lehm, bemalt",高度x宽度x深度：48 x 20.5 x 10厘米（安装在木头上）
菩萨头和蓝色的头发,柏林州立博物馆,,粘土，油漆,高度x宽度x深度：13.5 x 10 x 6.5厘米（固定螺钉）
站立的菩萨,柏林州立博物馆,,空气干燥的粘土,高度x宽度x深度：29.7 x 11 x 6厘米
小佛陀,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：11 x 6.5 x 6厘米
小坐着的身材,柏林州立博物馆,,粘土，绘画层和镀金的遗迹,高度x宽度x深度：11.5 x 7 x 4厘米
小devata头,柏林州立博物馆,,空气干燥的粘土，油漆,高度x宽度x深度：12 x 6 x 6.5厘米（固定螺钉）
dev,柏林州立博物馆,,粘土，燃烧,高度x宽度x深度：12 x 9 x 7厘米
dev,柏林州立博物馆,,粘土，被燃烧，绘画层的残余物,高度x宽度x深度：12 x 11 x 9.5厘米
小佛陀,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：7.5 x 4.6 x 4.5厘米
mon,柏林州立博物馆,,粘土，被燃烧，绘画层的残余物,高度x宽度x深度：10 x 8.5 x 8.5厘米
恶魔头,柏林州立博物馆,,木头，雕刻和涂漆,高度x宽度x深度：9 x 7.5 x 3厘米
Buddha,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：10 x 5.5 x 7厘米
kn,柏林州立博物馆,,粘土，被燃烧，绘画层的残余物,高度x宽度x深度：14.5 x 8 x 7.5厘米
