Subject,Predicate,Object
Teebüchse als Teekanne montiert mit Drachen- und Vogeldekor,图片链接,https://recherche.smb.museum/images/4981012_300x300.jpg
Teebüchse als Teekanne montiert mit Drachen- und Vogeldekor,详情链接,https://id.smb.museum/object/2009215/teebuchse-als-teekanne-montiert-mit-drachen--und-vogeldekor
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,属于,Staatliche Museen zu Berlin
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,年代,Qing-Dynastie-um 1700
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,材料,Steinzeug mit europäischer Silberfassung
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,大小,Höhe x Breite x Tiefe: ca. 9 x 13 x 12 cm
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,描述,[SM8HF]
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,图片链接,https://recherche.smb.museum/images/4981008_300x300.jpg
Teekanne mit gemodeltem Dekor von Pflaumenblütenzweigen,详情链接,https://id.smb.museum/object/2009208/teekanne-mit-gemodeltem-dekor-von-pflaumenblutenzweigen
"Ritualgefäß, Typ gu",属于,Staatliche Museen zu Berlin
"Ritualgefäß, Typ gu",年代,Anyang-Periode-Shang-Zeit
"Ritualgefäß, Typ gu",材料,Bronze
"Ritualgefäß, Typ gu",大小,Höhe x Durchmesser: ca. 30 x 12 cm
"Ritualgefäß, Typ gu",描述,[SM8HF]
"Ritualgefäß, Typ gu",图片链接,https://recherche.smb.museum/images/5699999_300x300.jpg
"Ritualgefäß, Typ gu",详情链接,https://id.smb.museum/object/2008512/ritualgefass-typ-gu
Schultertopf,属于,Staatliche Museen zu Berlin
Schultertopf,年代,Ming-Dynastie-2. Hälfte 16. Jh.
Schultertopf,材料,Porzellan mit unterglasurblauem Dekor
Schultertopf,大小,"Höhe x Durchmesser: 26,2 x 16,1 cm (D=Basis, laut KK)"
Schultertopf,描述,[SM8HF]
Schultertopf,图片链接,https://recherche.smb.museum/images/4923644_300x300.jpg
Schultertopf,详情链接,https://id.smb.museum/object/2007661/schultertopf
Teller mit Dekor,属于,Staatliche Museen zu Berlin
Teller mit Dekor,年代,Ming-Dynastie-um 1640
Teller mit Dekor,材料,Porzellan mit unterglasurblauem Dekor
Teller mit Dekor,大小,"Höhe x Durchmesser: 6 x 29,5 cm (laut KK)"
Teller mit Dekor,描述,[SM8HF]
Teller mit Dekor,图片链接,https://recherche.smb.museum/images/4923645_300x300.jpg
Teller mit Dekor,详情链接,https://id.smb.museum/object/2007660/teller-mit-dekor
Schale,属于,Staatliche Museen zu Berlin
Schale,年代,Qing-Dynastie-Yongzheng-Ära
Schale,材料,Porzellan mit blauer Bemalung
Schale,大小,"Höhe x Durchmesser: 5,5 x 13,3 cm (laut KK)"
Schale,描述,[SM8HF]
Schale,图片链接,https://recherche.smb.museum/images/4922927_300x300.jpg
Schale,详情链接,https://id.smb.museum/object/2007616/schale
Flache Porzellanschale,属于,Staatliche Museen zu Berlin
Flache Porzellanschale,年代,Ming-Dynastie-15. Jh. (?)
Flache Porzellanschale,材料,Porzellan mit milchweißer Glasur
Flache Porzellanschale,大小,"Höhe x Durchmesser: 3,5 x 21 cm (laut KK)"
Flache Porzellanschale,描述,[SM8HF]
Flache Porzellanschale,图片链接,https://recherche.smb.museum/images/4922937_300x300.jpg
Flache Porzellanschale,详情链接,https://id.smb.museum/object/2007574/flache-porzellanschale
Teller,属于,Staatliche Museen zu Berlin
Teller,年代,Qing-Dynastie-Kangxi-Ära
Teller,材料,"Porzellan mit Schmelzfarben der famille verte, Eisenrot, schwarzer Farbe und Gold"
Teller,大小,"Höhe x Durchmesser: 5,4 x 27,5 cm (laut KK)"
Teller,描述,[SM8HF]
Teller,图片链接,https://recherche.smb.museum/images/4922938_300x300.jpg
Teller,详情链接,https://id.smb.museum/object/2007522/teller
Vase,属于,Staatliche Museen zu Berlin
Vase,年代,Qing-Dynastie
Vase,材料,Porzellan mit Glasur
Vase,大小,"Höhe x Durchmesser: 17,4 x 7,6 cm"
Vase,描述,[SM8HF]
Vase,图片链接,https://recherche.smb.museum/images/4923502_300x300.jpg
Vase,详情链接,https://id.smb.museum/object/2007501/vase
Weituo,属于,Staatliche Museen zu Berlin
Weituo,年代,Qing-Dynastie-2. Hälfte 18. Jh.
Weituo,材料,Elfenbeinweißes Porzellan
Weituo,大小,"Höhe x Breite x Tiefe: 38 x 17,5 x 12,5 cm"
Weituo,描述,[SM8HF]
Weituo,图片链接,https://recherche.smb.museum/images/4922929_300x300.jpg
Weituo,详情链接,https://id.smb.museum/object/2007489/weituo
Teeschale (吉州窯黑釉葉紋茶盞),属于,Staatliche Museen zu Berlin
Teeschale (吉州窯黑釉葉紋茶盞),年代,13. Jahrhundert-Jin-Dynastie
Teeschale (吉州窯黑釉葉紋茶盞),材料,"Steinzeug, schwarz glasiert"
Teeschale (吉州窯黑釉葉紋茶盞),大小,"Höhe x Durchmesser: 6 x 14,7 cm"
Teeschale (吉州窯黑釉葉紋茶盞),描述,[SM8HF]
Teeschale (吉州窯黑釉葉紋茶盞),图片链接,https://recherche.smb.museum/images/5685129_300x300.jpg
Teeschale (吉州窯黑釉葉紋茶盞),详情链接,https://id.smb.museum/object/2394279/teeschale-%E5%90%89%E5%B7%9E%E7%AA%AF%E9%BB%91%E9%87%89%E8%91%89%E7%B4%8B%E8%8C%B6%E7%9B%9E
Bogenschütze,属于,Staatliche Museen zu Berlin
Bogenschütze,年代,"Republik China, ca.1930-1933"
Bogenschütze,材料,Präsentationsform: auf Karton (Fototafel)
Bogenschütze,大小,"Bildformat (Foto): 23,7 x 17,7 cm"
Bogenschütze,描述,"Aufnahme  Brunhild Lessing-Körner aus der Zeit der Forschungsreise durch Nordchina ,1930-33. Die Aufnahme wurde erstmals publiziert. in: Lessing, Ferdinand:  Mongolen: Hirten, Priester und Dämonen,  Berlin, 1935. (Anmerkung Siegmar Nahser)."
Bogenschütze,图片链接,https://recherche.smb.museum/images/3013857_300x300.jpg
Bogenschütze,详情链接,https://id.smb.museum/object/1551334/bogenschutze
China: Wanli,属于,Staatliche Museen zu Berlin
China: Wanli,年代,1573-1620
China: Wanli,材料,Material: Messing
China: Wanli,大小,"Gewicht: 5,47 g"
China: Wanli,描述,"Vorderseite: Wan Li tong bao. Vier chinesische Schriftzeichen um Quadratloch in der Mitte.

Rückseite: Glatt.

Kommentar: Epoche Wan-Li, Tempelname Shenzong.

Literatur: F. Schjöth, Chinese Currency (1965) Nr. 1193; Bruce - Michael 1601-1700 163 Nr. 13.1; D. Hartill, Cast Chinese Coins (2005) 251 Nr. 20.167.

Weitere Informationen zum Objekt finden Sie hier: https://ikmk.smb.museum/object?id=18252634"
China: Wanli,图片链接,https://recherche.smb.museum/images/5556658_300x300.jpg
China: Wanli,详情链接,https://id.smb.museum/object/2382323/china-wanli
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,属于,Staatliche Museen zu Berlin
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,年代,"Tongzhi-Periode, vor 1873"
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,材料,"Holz, Papier, Farbe, Tusche"
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,大小,"Objektmaß: 18,5 x 54 x 102 cm"
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,描述,"Baumodell für das  Grab der Hauptfrau  Kaiser Tongzhis (1856-1875), Alute (+1875) und dreier Nebenfrauen. Das Originalbauwerk  befindet sich   in Dongling, ca. 150 nördl. von Beijing.
(Redaktioneller Kurztext nach vorliegender Literatur und Begutachtung durch Prof. Wang Qiheng ,  Yangshi Lei Architectural Archives Research Institute ,  Tianjin  University, im Mai 2013, in Berlin. Kommentar: Siegmar  Nahser)."
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,图片链接,https://recherche.smb.museum/images/2960205_300x300.jpg
Grabanlage  der Haupt- und  dreier Nebenfrauen Kaiser Tongzhis,详情链接,https://id.smb.museum/object/1531397/grabanlage--der-haupt--und--dreier-nebenfrauen-kaiser-tongzhis
"Devata (Gottheit), stehend",属于,Staatliche Museen zu Berlin
"Devata (Gottheit), stehend",年代,7. Jh.
"Devata (Gottheit), stehend",材料,"Lehm, bemalt"
"Devata (Gottheit), stehend",大小,"Sockel: Höhe 7,5 cm (Holzbrett auf Metallsockel)"
"Devata (Gottheit), stehend",描述,[SM8HF]
"Devata (Gottheit), stehend",图片链接,https://recherche.smb.museum/images/5022280_300x300.jpg
"Devata (Gottheit), stehend",详情链接,https://id.smb.museum/object/1508620/devata-gottheit-stehend
Kleiner sitzender Buddha,属于,Staatliche Museen zu Berlin
Kleiner sitzender Buddha,年代,9. Jh.
Kleiner sitzender Buddha,材料,"Holz, geschnitzt, mit Spuren von Bemalung und Vergoldung"
Kleiner sitzender Buddha,大小,"Höhe x Breite x Tiefe: 5,8 x 4,8 x 2,5 cm"
Kleiner sitzender Buddha,描述,[SM8HF]
Kleiner sitzender Buddha,图片链接,https://recherche.smb.museum/images/5842136_300x300.jpg
Kleiner sitzender Buddha,详情链接,https://id.smb.museum/object/1928588/kleiner-sitzender-buddha
Stehender Buddha,属于,Staatliche Museen zu Berlin
Stehender Buddha,年代,8. Jh.?
Stehender Buddha,材料,"Holz, geschnitzt und mit Farbresten"
Stehender Buddha,大小,"Höhe x Breite x Tiefe: 31,2 x 8 x 4 cm"
Stehender Buddha,描述,[SM8HF]
Stehender Buddha,图片链接,https://recherche.smb.museum/images/5842176_300x300.jpg
Stehender Buddha,详情链接,https://id.smb.museum/object/1928533/stehender-buddha
Kleiner sitzender Buddha,属于,Staatliche Museen zu Berlin
Kleiner sitzender Buddha,年代,6.-7. Jh.
Kleiner sitzender Buddha,材料,"Holz, geschnitzt, mit Farbresten und Vergoldung"
Kleiner sitzender Buddha,大小,"Höhe x Breite x Tiefe: 11,2 x 5,4 x 3,5 cm"
Kleiner sitzender Buddha,描述,[SM8HF]
Kleiner sitzender Buddha,图片链接,https://recherche.smb.museum/images/5842421_300x300.jpg
Kleiner sitzender Buddha,详情链接,https://id.smb.museum/object/1928493/kleiner-sitzender-buddha
Buddha ohne Auerole,属于,Staatliche Museen zu Berlin
Buddha ohne Auerole,年代,5. Jh.
Buddha ohne Auerole,材料,"Holz, geschnitzt, mit Spuren von Bemalung"
Buddha ohne Auerole,大小,"Höhe x Breite x Tiefe: 12,1 x 5,3 x 3,5 cm"
Buddha ohne Auerole,描述,[SM8HF]
Buddha ohne Auerole,图片链接,https://recherche.smb.museum/images/5842507_300x300.jpg
Buddha ohne Auerole,详情链接,https://id.smb.museum/object/1928145/buddha-ohne-auerole
Torso einer Figur,属于,Staatliche Museen zu Berlin
Torso einer Figur,年代,o. J.
Torso einer Figur,材料,"Holz, geschnitzt"
Torso einer Figur,大小,"Höhe x Breite x Tiefe: 13,5 x 3,9 x 3,5 cm"
Torso einer Figur,描述,[SM8HF]
Torso einer Figur,图片链接,https://recherche.smb.museum/images/5845896_300x300.jpg
Torso einer Figur,详情链接,https://id.smb.museum/object/1927788/torso-einer-figur
Votivtafel,属于,Staatliche Museen zu Berlin
Votivtafel,年代,7. Jh.
Votivtafel,材料,Farben und Gold auf Holz
Votivtafel,大小,"Höhe x Breite x Tiefe: 36,7 x 23,8 x 1,3 cm"
Votivtafel,描述,[SM8HF]
Votivtafel,图片链接,https://recherche.smb.museum/images/5844888_300x300.jpg
Votivtafel,详情链接,https://id.smb.museum/object/1926039/votivtafel
Votivtafel mit stehendem Buddha,属于,Staatliche Museen zu Berlin
Votivtafel mit stehendem Buddha,年代,7. Jh.
Votivtafel mit stehendem Buddha,材料,Farben auf Holz
Votivtafel mit stehendem Buddha,大小,"Höhe x Breite x Tiefe: 28,7 x 10,7 x 1,3 cm"
Votivtafel mit stehendem Buddha,描述,[SM8HF]
Votivtafel mit stehendem Buddha,图片链接,https://recherche.smb.museum/images/5844833_300x300.jpg
Votivtafel mit stehendem Buddha,详情链接,https://id.smb.museum/object/1926033/votivtafel-mit-stehendem-buddha
Buddha,属于,Staatliche Museen zu Berlin
Buddha,年代,o. J.
Buddha,材料,"Holz, geschnitzt"
Buddha,大小,"Höhe x Breite x Tiefe: 5,8 x 2,9 x 1,3 cm"
Buddha,描述,[SM8HF]
Buddha,图片链接,https://recherche.smb.museum/images/5842126_300x300.jpg
Buddha,详情链接,https://id.smb.museum/object/1926029/buddha
Auf einem Dämon reitende indische Gottheit,属于,Staatliche Museen zu Berlin
Auf einem Dämon reitende indische Gottheit,年代,o. J.
Auf einem Dämon reitende indische Gottheit,材料,"Holz, geschnitzt"
Auf einem Dämon reitende indische Gottheit,大小,"Höhe x Breite x Tiefe: 12,2 x 5,2 x 2 cm"
Auf einem Dämon reitende indische Gottheit,描述,[SM8HF]
Auf einem Dämon reitende indische Gottheit,图片链接,https://recherche.smb.museum/images/5845319_300x300.jpg
Auf einem Dämon reitende indische Gottheit,详情链接,https://id.smb.museum/object/1926028/auf-einem-damon-reitende-indische-gottheit
Karyatide,属于,Staatliche Museen zu Berlin
Karyatide,年代,o. J.
Karyatide,材料,"Holz, geschnitzt"
Karyatide,大小,"Höhe x Breite x Tiefe: 18,3 x 5,1 x 3 cm"
Karyatide,描述,[SM8HF]
Karyatide,图片链接,https://recherche.smb.museum/images/5845323_300x300.jpg
Karyatide,详情链接,https://id.smb.museum/object/1926026/karyatide
1000 Buddhas Fragment,属于,Staatliche Museen zu Berlin
1000 Buddhas Fragment,年代,o. J.
1000 Buddhas Fragment,材料,"Holz, geschnitzt"
1000 Buddhas Fragment,大小,"Höhe x Breite x Tiefe: 7 x 2,7 x 0,5 cm"
1000 Buddhas Fragment,描述,[SM8HF]
1000 Buddhas Fragment,图片链接,https://recherche.smb.museum/images/5845330_300x300.jpg
1000 Buddhas Fragment,详情链接,https://id.smb.museum/object/1926025/1000-buddhas-fragment
Torso eines Bodhisattva,属于,Staatliche Museen zu Berlin
Torso eines Bodhisattva,年代,7. Jh.
Torso eines Bodhisattva,材料,"Holz, geschnitzt, bemalt und vergoldet"
Torso eines Bodhisattva,大小,"Höhe x Breite x Tiefe: 9,2 x 4,5 x 3 cm"
Torso eines Bodhisattva,描述,[SM8HF]
Torso eines Bodhisattva,图片链接,https://recherche.smb.museum/images/5845336_300x300.jpg
Torso eines Bodhisattva,详情链接,https://id.smb.museum/object/1926023/torso-eines-bodhisattva
Deckelkasten,属于,Staatliche Museen zu Berlin
Deckelkasten,年代,Ming-Dynastie-Ära Wanli
Deckelkasten,材料,Porzellan mit Fünffarben-Dekor (chin. wucai)
Deckelkasten,大小,"Objektmaß: 6,1 x 8,8 x 8,8 cm"
Deckelkasten,描述,[SM8HF]
Deckelkasten,图片链接,https://recherche.smb.museum/images/4982026_300x300.jpg
Deckelkasten,详情链接,https://id.smb.museum/object/1920621/deckelkasten
Pinselkasten,属于,Staatliche Museen zu Berlin
Pinselkasten,年代,Ming-Dynastie-Ära Wanli
Pinselkasten,材料,Porzellan mit Unterglasurblau- und Schmelzfarbendekor
Pinselkasten,大小,"Objektmaß: 10,5 x 25,2 x 10,3 cm"
Pinselkasten,描述,[SM8HF]
Pinselkasten,图片链接,https://recherche.smb.museum/images/4604839_300x300.jpg
Pinselkasten,详情链接,https://id.smb.museum/object/1920620/pinselkasten
Tuschwasser-Behälter,属于,Staatliche Museen zu Berlin
Tuschwasser-Behälter,年代,Qing-Dynastie-Ära Kangxi
Tuschwasser-Behälter,材料,"Porzellan mit ""peachbloom""-Glasur"
Tuschwasser-Behälter,大小,"Höhe x Durchmesser: 8,5 x 12,7 cm"
Tuschwasser-Behälter,描述,[SM8HF]
Tuschwasser-Behälter,图片链接,https://recherche.smb.museum/images/5689924_300x300.jpg
Tuschwasser-Behälter,详情链接,https://id.smb.museum/object/1920618/tuschwasser-behalter
Unterteil einer großen Buddhafigur,属于,Staatliche Museen zu Berlin
Unterteil einer großen Buddhafigur,年代,6./7. Jh.
Unterteil einer großen Buddhafigur,材料,"Lehm, bemalt"
Unterteil einer großen Buddhafigur,大小,"Höhe x Breite x Tiefe: 73,5 x 86 x 41 cm"
Unterteil einer großen Buddhafigur,描述,[SM8HF]
Unterteil einer großen Buddhafigur,图片链接,https://recherche.smb.museum/images/4604665_300x300.jpg
Unterteil einer großen Buddhafigur,详情链接,https://id.smb.museum/object/1920539/unterteil-einer-grossen-buddhafigur
Faltstuhl,属于,Staatliche Museen zu Berlin
Faltstuhl,年代,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie"
Faltstuhl,材料,Huanghuali-Holz
Faltstuhl,大小,"Objektmaß: 102 x 72 x 75,5 cm"
Faltstuhl,描述,[SM8HF]
Faltstuhl,图片链接,https://recherche.smb.museum/images/4654012_300x300.jpg
Faltstuhl,详情链接,https://id.smb.museum/object/1920528/faltstuhl
Armlehnstuhl,属于,Staatliche Museen zu Berlin
Armlehnstuhl,年代,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie"
Armlehnstuhl,材料,Huanghuali-Holz
Armlehnstuhl,大小,"Höhe x Breite x Tiefe: 118,7 x 64,5 x 65,8 cm"
Armlehnstuhl,描述,[SM8HF]
Armlehnstuhl,图片链接,https://recherche.smb.museum/images/4653987_300x300.jpg
Armlehnstuhl,详情链接,https://id.smb.museum/object/1920527/armlehnstuhl
Armlehnstuhl,属于,Staatliche Museen zu Berlin
Armlehnstuhl,年代,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie"
Armlehnstuhl,材料,Huanghuali-Holz
Armlehnstuhl,大小,"Höhe x Breite x Tiefe: 118,8 x 65 x 66,8 cm"
Armlehnstuhl,描述,[SM8HF]
Armlehnstuhl,图片链接,https://recherche.smb.museum/images/4653984_300x300.jpg
Armlehnstuhl,详情链接,https://id.smb.museum/object/1920526/armlehnstuhl
Pinselbecher,属于,Staatliche Museen zu Berlin
Pinselbecher,年代,Ming-Dynastie
Pinselbecher,材料,Geschnitzter Bambus
Pinselbecher,大小,"Höhe x Durchmesser: 15 x 13,4 cm"
Pinselbecher,描述,[SM8HF]
Pinselbecher,图片链接,https://recherche.smb.museum/images/4773457_300x300.jpg
Pinselbecher,详情链接,https://id.smb.museum/object/1911593/pinselbecher
Flachbauchige Flasche,属于,Staatliche Museen zu Berlin
Flachbauchige Flasche,年代,Zhou-Dynastie (Östliche)-Zeit der Streitenden Reiche
Flachbauchige Flasche,材料,"Bronze, Kupfereinlagen"
Flachbauchige Flasche,大小,"Höhe x Breite: 36,5 x 35 cm"
Flachbauchige Flasche,描述,[SM8HF]
Flachbauchige Flasche,图片链接,https://recherche.smb.museum/images/5689925_300x300.jpg
Flachbauchige Flasche,详情链接,https://id.smb.museum/object/1911523/flachbauchige-flasche
Vase,属于,Staatliche Museen zu Berlin
Vase,年代,Qing (Mandschu) -Dynastie-18. Jahrhundert
Vase,材料,"Porzellan, puderblau glasiert"
Vase,大小,"Höhe x Durchmesser: 33,5 x 9 cm"
Vase,描述,[SM8HF]
Vase,图片链接,https://recherche.smb.museum/images/5691330_300x300.jpg
Vase,详情链接,https://id.smb.museum/object/1911463/vase
Balustervase,属于,Staatliche Museen zu Berlin
Balustervase,年代,Qing-Dynastie-Yongzheng-Ära
Balustervase,材料,"Porzellan, bläulichweiß, blauviolett glasiert"
Balustervase,大小,"Höhe x Durchmesser: 34 x 13,5 cm"
Balustervase,描述,[SM8HF]
Balustervase,图片链接,https://recherche.smb.museum/images/5691329_300x300.jpg
Balustervase,详情链接,https://id.smb.museum/object/1911462/balustervase
Bauchige Vase,属于,Staatliche Museen zu Berlin
Bauchige Vase,年代,Qing (Mandschu) -Dynastie-Qianlong-Periode
Bauchige Vase,材料,"Porzellan, farbig bemalt, glasiert"
Bauchige Vase,大小,"Höhe x Durchmesser: 34,2 x 21 cm"
Bauchige Vase,描述,[SM8HF]
Bauchige Vase,图片链接,https://recherche.smb.museum/images/5402349_300x300.jpg
Bauchige Vase,详情链接,https://id.smb.museum/object/1911436/bauchige-vase
Vase,属于,Staatliche Museen zu Berlin
Vase,年代,Qing-Dynastie-Qianlong-Ära
Vase,材料,"Porzellan, unterglasurblau und eisenrot bemalt, glasiert"
Vase,大小,"Höhe x Durchmesser: 50,8 x 7,2 cm"
Vase,描述,[SM8HF]
Vase,图片链接,https://recherche.smb.museum/images/5691328_300x300.jpg
Vase,详情链接,https://id.smb.museum/object/1911433/vase
Kanne,属于,Staatliche Museen zu Berlin
Kanne,年代,Qing-Dynastie-Qianlong-Ära
Kanne,材料,"Porzellan, königsblau glasiert, Reste von Goldbemalung"
Kanne,大小,"Höhe x Durchmesser: 29,5 x 9 cm"
Kanne,描述,[SM8HF]
Kanne,图片链接,https://recherche.smb.museum/images/5691327_300x300.jpg
Kanne,详情链接,https://id.smb.museum/object/1911367/kanne
Kanne,属于,Staatliche Museen zu Berlin
Kanne,年代,Qing-Dynastie-17. Jh.
Kanne,材料,"Porzellan, Blaumalerei, glasiert"
Kanne,大小,"Höhe x Durchmesser: 31,3 x 10,5 cm"
Kanne,描述,[SM8HF]
Kanne,图片链接,https://recherche.smb.museum/images/5692616_300x300.jpg
Kanne,详情链接,https://id.smb.museum/object/1911322/kanne
"""Glückszepter"" (Ju-i)",属于,Staatliche Museen zu Berlin
"""Glückszepter"" (Ju-i)",年代,Qianlong-Periode-Qing (Mandschu) -Dynastie
"""Glückszepter"" (Ju-i)",材料,"Hellgrüner Jade, Seidenquasten"
"""Glückszepter"" (Ju-i)",大小,"Länge: 41,6 cm (gesamt)"
"""Glückszepter"" (Ju-i)",描述,[SM8HF]
"""Glückszepter"" (Ju-i)",图片链接,https://recherche.smb.museum/images/5223231_300x300.jpg
"""Glückszepter"" (Ju-i)",详情链接,https://id.smb.museum/object/1911233/gluckszepter-ju-i
Kleiner Berg,属于,Staatliche Museen zu Berlin
Kleiner Berg,年代,Qianlong-Periode-Qing (Mandschu) -Dynastie
Kleiner Berg,材料,Hellgrüner Jade mit brauner Maserung
