id,museum,title,era,material,size,description,detail_url,image,download_link
1760,Staatliche Museen zu Berlin,Tonfliesen (zusammengehörig),,"Ton, gebrannt und gemustert",Fläche: 40 cm²,[SM8HF],https://id.smb.museum/object/1928200/tonfliesen-zusammengehorig,https://recherche.smb.museum/images/4663518_300x300.jpg,https://recherche.smb.museum/images/4663518_300x300.jpg
1761,Staatliche Museen zu Berlin,Buddha ohne Auerole,5. Jh.,"Holz, geschnitzt, mit Spuren von Bemalung","Höhe x Breite x Tiefe: 12,1 x 5,3 x 3,5 cm",[SM8HF],https://id.smb.museum/object/1928145/buddha-ohne-auerole,https://recherche.smb.museum/images/5842507_300x300.jpg,https://recherche.smb.museum/images/5842507_300x300.jpg
1762,Staatliche Museen zu Berlin,Sitzende Buddhafigur ohne Kopf,,"Holz, geschnitzt, mit Spuren von Bemalung","Höhe x Breite x Tiefe: 16,3 x 13 x 3,5 cm",[SM8HF],https://id.smb.museum/object/1927898/sitzende-buddhafigur-ohne-kopf,https://recherche.smb.museum/images/5842402_300x300.jpg,https://recherche.smb.museum/images/5842402_300x300.jpg
1763,Staatliche Museen zu Berlin,Kopf eines Bodhisattva,,"Holz, geschnitzt",Höhe x Breite x Tiefe: 14 x 8 x 5 cm,[SM8HF],https://id.smb.museum/object/1927895/kopf-eines-bodhisattva,https://recherche.smb.museum/images/5845334_300x300.jpg,https://recherche.smb.museum/images/5845334_300x300.jpg
1764,Staatliche Museen zu Berlin,Torso einer Figur,o. J.,"Holz, geschnitzt","Höhe x Breite x Tiefe: 13,5 x 3,9 x 3,5 cm",[SM8HF],https://id.smb.museum/object/1927788/torso-einer-figur,https://recherche.smb.museum/images/5845896_300x300.jpg,https://recherche.smb.museum/images/5845896_300x300.jpg
1765,Staatliche Museen zu Berlin,Votivtafel,7. Jh.,Farben und Gold auf Holz,"Höhe x Breite x Tiefe: 36,7 x 23,8 x 1,3 cm",[SM8HF],https://id.smb.museum/object/1926039/votivtafel,https://recherche.smb.museum/images/5844888_300x300.jpg,https://recherche.smb.museum/images/5844888_300x300.jpg
1766,Staatliche Museen zu Berlin,Votivtafel mit stehendem Buddha,7. Jh.,Farben auf Holz,"Höhe x Breite x Tiefe: 28,7 x 10,7 x 1,3 cm",[SM8HF],https://id.smb.museum/object/1926033/votivtafel-mit-stehendem-buddha,https://recherche.smb.museum/images/5844833_300x300.jpg,https://recherche.smb.museum/images/5844833_300x300.jpg
1767,Staatliche Museen zu Berlin,Avalokiteshvara (?),,"Holz, geschnitzt, mit Spuren von Bemalung und Vergoldung","Höhe x Breite x Tiefe: 10,7 x 3,2 x 2,5 cm",[SM8HF],https://id.smb.museum/object/1926031/avalokiteshvara,https://recherche.smb.museum/images/5845314_300x300.jpg,https://recherche.smb.museum/images/5845314_300x300.jpg
1768,Staatliche Museen zu Berlin,Buddha,o. J.,"Holz, geschnitzt","Höhe x Breite x Tiefe: 5,8 x 2,9 x 1,3 cm",[SM8HF],https://id.smb.museum/object/1926029/buddha,https://recherche.smb.museum/images/5842126_300x300.jpg,https://recherche.smb.museum/images/5842126_300x300.jpg
1769,Staatliche Museen zu Berlin,Auf einem Dämon reitende indische Gottheit,o. J.,"Holz, geschnitzt","Höhe x Breite x Tiefe: 12,2 x 5,2 x 2 cm",[SM8HF],https://id.smb.museum/object/1926028/auf-einem-damon-reitende-indische-gottheit,https://recherche.smb.museum/images/5845319_300x300.jpg,https://recherche.smb.museum/images/5845319_300x300.jpg
1770,Staatliche Museen zu Berlin,Karyatide,o. J.,"Holz, geschnitzt","Höhe x Breite x Tiefe: 18,3 x 5,1 x 3 cm",[SM8HF],https://id.smb.museum/object/1926026/karyatide,https://recherche.smb.museum/images/5845323_300x300.jpg,https://recherche.smb.museum/images/5845323_300x300.jpg
1771,Staatliche Museen zu Berlin,1000 Buddhas Fragment,o. J.,"Holz, geschnitzt","Höhe x Breite x Tiefe: 7 x 2,7 x 0,5 cm",[SM8HF],https://id.smb.museum/object/1926025/1000-buddhas-fragment,https://recherche.smb.museum/images/5845330_300x300.jpg,https://recherche.smb.museum/images/5845330_300x300.jpg
1772,Staatliche Museen zu Berlin,Torso eines Bodhisattva,7. Jh.,"Holz, geschnitzt, bemalt und vergoldet","Höhe x Breite x Tiefe: 9,2 x 4,5 x 3 cm",[SM8HF],https://id.smb.museum/object/1926023/torso-eines-bodhisattva,https://recherche.smb.museum/images/5845336_300x300.jpg,https://recherche.smb.museum/images/5845336_300x300.jpg
1773,Staatliche Museen zu Berlin,Lotosthron mit Totenschädeln,,"Holz, geschnitzt, vergoldet","Höhe x Breite x Tiefe: 2,5 x 10 x 4,5 cm",[SM8HF],https://id.smb.museum/object/1926021/lotosthron-mit-totenschadeln,https://recherche.smb.museum/images/5845892_300x300.jpg,https://recherche.smb.museum/images/5845892_300x300.jpg
1774,Staatliche Museen zu Berlin,Knabe mit Flöte,,"Holz, geschnitzt, mit Farbresten","Höhe x Breite x Tiefe: 8 x 5,4 x 1,5 cm",[SM8HF],https://id.smb.museum/object/1926020/knabe-mit-flote,https://recherche.smb.museum/images/5842346_300x300.jpg,https://recherche.smb.museum/images/5842346_300x300.jpg
1775,Staatliche Museen zu Berlin,knieende kopflose Holzstatuette,,"Holz, geschnitzt, mit Resten von Malschicht","Höhe x Breite x Tiefe: 8,7 x 5,1 x 4,5 cm",[SM8HF],https://id.smb.museum/object/1926019/knieende-kopflose-holzstatuette,https://recherche.smb.museum/images/5845890_300x300.jpg,https://recherche.smb.museum/images/5845890_300x300.jpg
1776,Staatliche Museen zu Berlin,Kopf einer Holzstatuette,,"Holz, geschnitzt","Höhe x Breite x Tiefe: 8,6 x 4,4 x 4,9 cm",[SM8HF],https://id.smb.museum/object/1926018/kopf-einer-holzstatuette,https://recherche.smb.museum/images/5845888_300x300.jpg,https://recherche.smb.museum/images/5845888_300x300.jpg
1777,Staatliche Museen zu Berlin,Winkel einer Tür,,Holz,"Höhe x Breite x Tiefe: 33,2 x 23,3 x 7 cm",[SM8HF],https://id.smb.museum/object/1925813/winkel-einer-tur,https://recherche.smb.museum/images/5845855_300x300.jpg,https://recherche.smb.museum/images/5845855_300x300.jpg
1778,Staatliche Museen zu Berlin,Giebelförmiges Architekturdekor mit zwei Vögeln,,"Holz, mit Resten von roter Farbe","Höhe x Breite x Tiefe: 51 x 17,2 x 3,3 cm",[SM8HF],https://id.smb.museum/object/1925804/giebelformiges-architekturdekor-mit-zwei-vogeln,https://recherche.smb.museum/images/5842517_300x300.jpg,https://recherche.smb.museum/images/5842517_300x300.jpg
1779,Staatliche Museen zu Berlin,Fliese,,"Ton, gebrannt, gemustert","Höhe x Breite x Tiefe: a) 35,5 x 21 x 5 cm",[SM8HF],https://id.smb.museum/object/1925785/fliese,https://recherche.smb.museum/images/5844220_300x300.jpg,https://recherche.smb.museum/images/5844220_300x300.jpg
1780,Staatliche Museen zu Berlin,Fußbodenfliese,,"Ton, gebrannt und gemustert",Fläche: 32 cm²,[SM8HF],https://id.smb.museum/object/1925783/fussbodenfliese,https://recherche.smb.museum/images/5842520_300x300.jpg,https://recherche.smb.museum/images/5842520_300x300.jpg
1781,Staatliche Museen zu Berlin,Devata-Kopf,,Lehm,Höhe x Breite x Tiefe: 22 x 13 x 8 cm,[SM8HF],https://id.smb.museum/object/1925361/devata-kopf,https://recherche.smb.museum/images/5840488_300x300.jpg,https://recherche.smb.museum/images/5840488_300x300.jpg
1782,Staatliche Museen zu Berlin,Dämonenkopf,,"Lehm, bemalt, mit Resten von Vergoldung","Höhe x Breite x Tiefe: 23,8 x 19 x 9 cm",[SM8HF],https://id.smb.museum/object/1925357/damonenkopf,https://recherche.smb.museum/images/5839876_300x300.jpg,https://recherche.smb.museum/images/5839876_300x300.jpg
1783,Staatliche Museen zu Berlin,Dämonenkopf mit Doppelspitzbart,,"Lehm, gebrannt und mit Farbresten","Höhe x Breite x Tiefe: 18,4 x 13,5 x 7 cm",[SM8HF],https://id.smb.museum/object/1925339/damonenkopf-mit-doppelspitzbart,https://recherche.smb.museum/images/5839878_300x300.jpg,https://recherche.smb.museum/images/5839878_300x300.jpg
1784,Staatliche Museen zu Berlin,Bodhisattva-Kopf,,"Lehm, bemalt","Höhe x Breite x Tiefe: 19,5 x 13 x 9 cm",[SM8HF],https://id.smb.museum/object/1924717/bodhisattva-kopf,https://recherche.smb.museum/images/5836865_300x300.jpg,https://recherche.smb.museum/images/5836865_300x300.jpg
1785,Staatliche Museen zu Berlin,Bodhisattva-Köpfchen,,"Lehm, bemalt","Höhe x Breite x Tiefe: 14,5 x 11 x 10 cm",[SM8HF],https://id.smb.museum/object/1923682/bodhisattva-kopfchen,https://recherche.smb.museum/images/5840525_300x300.jpg,https://recherche.smb.museum/images/5840525_300x300.jpg
1786,Staatliche Museen zu Berlin,Großer Devata-kopf,,Luftgetrockneter Lehm mit Resten von Malschicht,Höhe x Breite x Tiefe: 35 x 20 x 23 cm,[SM8HF],https://id.smb.museum/object/1923673/grosser-devata-kopf,https://recherche.smb.museum/images/5840537_300x300.jpg,https://recherche.smb.museum/images/5840537_300x300.jpg
1787,Staatliche Museen zu Berlin,,,Holz; Glas; Messing,"Objektmaß: Schrankwand 245,5 x 339,5 x 39 cm",Die 9 Teile der Schrankwand und der Verkaufstisch zur Chinesischen Apotheke.,https://id.smb.museum/object/1921914/apothekenschrank-mit-verkaufstisch,https://recherche.smb.museum/images/4609679_300x300.jpg,https://recherche.smb.museum/images/4609679_300x300.jpg
1788,Staatliche Museen zu Berlin,Drachenrobe (jifu),1800 - 1810,,Länge x Breite: max.: 143 x 209 cm,,https://id.smb.museum/object/2352799/drachenrobe-jifu,https://recherche.smb.museum/images/5469278_300x300.jpg,https://recherche.smb.museum/images/5469278_300x300.jpg
1789,Staatliche Museen zu Berlin,Deckelkasten,Ming-Dynastie-Ära Wanli,Porzellan mit Fünffarben-Dekor (chin. wucai),"Objektmaß: 6,1 x 8,8 x 8,8 cm",[SM8HF],https://id.smb.museum/object/1920621/deckelkasten,https://recherche.smb.museum/images/4982026_300x300.jpg,https://recherche.smb.museum/images/4982026_300x300.jpg
1790,Staatliche Museen zu Berlin,Pinselkasten,Ming-Dynastie-Ära Wanli,Porzellan mit Unterglasurblau- und Schmelzfarbendekor,"Objektmaß: 10,5 x 25,2 x 10,3 cm",[SM8HF],https://id.smb.museum/object/1920620/pinselkasten,https://recherche.smb.museum/images/4604839_300x300.jpg,https://recherche.smb.museum/images/4604839_300x300.jpg
1791,Staatliche Museen zu Berlin,Tuschwasser-Behälter,Qing-Dynastie-Ära Kangxi,"Porzellan mit ""peachbloom""-Glasur","Höhe x Durchmesser: 8,5 x 12,7 cm",[SM8HF],https://id.smb.museum/object/1920618/tuschwasser-behalter,https://recherche.smb.museum/images/5689924_300x300.jpg,https://recherche.smb.museum/images/5689924_300x300.jpg
1792,Staatliche Museen zu Berlin,Unterteil einer großen Buddhafigur,6./7. Jh.,"Lehm, bemalt","Höhe x Breite x Tiefe: 73,5 x 86 x 41 cm",[SM8HF],https://id.smb.museum/object/1920539/unterteil-einer-grossen-buddhafigur,https://recherche.smb.museum/images/4604665_300x300.jpg,https://recherche.smb.museum/images/4604665_300x300.jpg
1793,Staatliche Museen zu Berlin,Faltstuhl,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie",Huanghuali-Holz,"Objektmaß: 102 x 72 x 75,5 cm",[SM8HF],https://id.smb.museum/object/1920528/faltstuhl,https://recherche.smb.museum/images/4654012_300x300.jpg,https://recherche.smb.museum/images/4654012_300x300.jpg
1794,Staatliche Museen zu Berlin,Armlehnstuhl,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie",Huanghuali-Holz,"Höhe x Breite x Tiefe: 118,7 x 64,5 x 65,8 cm",[SM8HF],https://id.smb.museum/object/1920527/armlehnstuhl,https://recherche.smb.museum/images/4653987_300x300.jpg,https://recherche.smb.museum/images/4653987_300x300.jpg
1795,Staatliche Museen zu Berlin,Armlehnstuhl,"Ming-Dynastie, 1. Hälfte 17. Jh.-Ming-Dynastie",Huanghuali-Holz,"Höhe x Breite x Tiefe: 118,8 x 65 x 66,8 cm",[SM8HF],https://id.smb.museum/object/1920526/armlehnstuhl,https://recherche.smb.museum/images/4653984_300x300.jpg,https://recherche.smb.museum/images/4653984_300x300.jpg
1796,Staatliche Museen zu Berlin,Apothekenannonce über Heilpflaster,,Papier; Tusche,"Bildmaß: 20,3 x 25,7 cm",Druckstock Apothekenannoncen/Rezepte,https://id.smb.museum/object/1913354/apothekenannonce-uber-heilpflaster,https://recherche.smb.museum/images/4568833_300x300.jpg,https://recherche.smb.museum/images/4568833_300x300.jpg
1797,Staatliche Museen zu Berlin,Pinselbecher,Ming-Dynastie,Geschnitzter Bambus,"Höhe x Durchmesser: 15 x 13,4 cm",[SM8HF],https://id.smb.museum/object/1911593/pinselbecher,https://recherche.smb.museum/images/4773457_300x300.jpg,https://recherche.smb.museum/images/4773457_300x300.jpg
1798,Staatliche Museen zu Berlin,Flachbauchige Flasche,Zhou-Dynastie (Östliche)-Zeit der Streitenden Reiche,"Bronze, Kupfereinlagen","Höhe x Breite: 36,5 x 35 cm",[SM8HF],https://id.smb.museum/object/1911523/flachbauchige-flasche,https://recherche.smb.museum/images/5689925_300x300.jpg,https://recherche.smb.museum/images/5689925_300x300.jpg
1799,Staatliche Museen zu Berlin,Vase,Qing (Mandschu) -Dynastie-18. Jahrhundert,"Porzellan, puderblau glasiert","Höhe x Durchmesser: 33,5 x 9 cm",[SM8HF],https://id.smb.museum/object/1911463/vase,https://recherche.smb.museum/images/5691330_300x300.jpg,https://recherche.smb.museum/images/5691330_300x300.jpg
1800,Staatliche Museen zu Berlin,Balustervase,Qing-Dynastie-Yongzheng-Ära,"Porzellan, bläulichweiß, blauviolett glasiert","Höhe x Durchmesser: 34 x 13,5 cm",[SM8HF],https://id.smb.museum/object/1911462/balustervase,https://recherche.smb.museum/images/5691329_300x300.jpg,https://recherche.smb.museum/images/5691329_300x300.jpg
1801,Staatliche Museen zu Berlin,,20. Jh.,Holz; Speckstein,"Objektmaß: 6,3 x 6,7 x 10,7 cm",,https://id.smb.museum/object/1911459/keilblock-siegelschneidegerat,https://recherche.smb.museum/images/4558917_300x300.jpg,https://recherche.smb.museum/images/4558917_300x300.jpg
1802,Staatliche Museen zu Berlin,Bauchige Vase,Qing (Mandschu) -Dynastie-Qianlong-Periode,"Porzellan, farbig bemalt, glasiert","Höhe x Durchmesser: 34,2 x 21 cm",[SM8HF],https://id.smb.museum/object/1911436/bauchige-vase,https://recherche.smb.museum/images/5402349_300x300.jpg,https://recherche.smb.museum/images/5402349_300x300.jpg
1803,Staatliche Museen zu Berlin,Vase,Qing-Dynastie-Qianlong-Ära,"Porzellan, unterglasurblau und eisenrot bemalt, glasiert","Höhe x Durchmesser: 50,8 x 7,2 cm",[SM8HF],https://id.smb.museum/object/1911433/vase,https://recherche.smb.museum/images/5691328_300x300.jpg,https://recherche.smb.museum/images/5691328_300x300.jpg
1804,Staatliche Museen zu Berlin,Kanne,Qing-Dynastie-Qianlong-Ära,"Porzellan, königsblau glasiert, Reste von Goldbemalung","Höhe x Durchmesser: 29,5 x 9 cm",[SM8HF],https://id.smb.museum/object/1911367/kanne,https://recherche.smb.museum/images/5691327_300x300.jpg,https://recherche.smb.museum/images/5691327_300x300.jpg
1805,Staatliche Museen zu Berlin,Kanne,Qing-Dynastie-17. Jh.,"Porzellan, Blaumalerei, glasiert","Höhe x Durchmesser: 31,3 x 10,5 cm",[SM8HF],https://id.smb.museum/object/1911322/kanne,https://recherche.smb.museum/images/5692616_300x300.jpg,https://recherche.smb.museum/images/5692616_300x300.jpg
1806,Staatliche Museen zu Berlin,"""Glückszepter"" (Ju-i)",Qianlong-Periode-Qing (Mandschu) -Dynastie,"Hellgrüner Jade, Seidenquasten","Länge: 41,6 cm (gesamt)",[SM8HF],https://id.smb.museum/object/1911233/gluckszepter-ju-i,https://recherche.smb.museum/images/5223231_300x300.jpg,https://recherche.smb.museum/images/5223231_300x300.jpg
1807,Staatliche Museen zu Berlin,Kleiner Berg,Qianlong-Periode-Qing (Mandschu) -Dynastie,Hellgrüner Jade mit brauner Maserung,"Objektmaß: 20,4 x 11,5 cm",[SM8HF],https://id.smb.museum/object/1911226/kleiner-berg,https://recherche.smb.museum/images/5223225_300x300.jpg,https://recherche.smb.museum/images/5223225_300x300.jpg
1808,Staatliche Museen zu Berlin,Teller,Qing-Dynastie-18. Jh.,"Porzellan, Grisaille-Malerei","Höhe x Durchmesser: 3,3 x 22,8 cm",[SM8HF],https://id.smb.museum/object/1911225/teller,https://recherche.smb.museum/images/5031058_300x300.jpg,https://recherche.smb.museum/images/5031058_300x300.jpg
1809,Staatliche Museen zu Berlin,Schale,Qianlong-Periode-Qing (Mandschu) -Dynastie,Hellgrüner Jade,"Höhe x Durchmesser: 7,2 x 15,5 cm (Öffnung)",[SM8HF],https://id.smb.museum/object/1911223/schale,https://recherche.smb.museum/images/5223217_300x300.jpg,https://recherche.smb.museum/images/5223217_300x300.jpg
1810,Staatliche Museen zu Berlin,Teller,Qianlong-Periode-Qing (Mandschu) -Dynastie,Hellgrüner Jade,"Höhe x Durchmesser: 4,4 x 17,2 cm (Öffnung)",[SM8HF],https://id.smb.museum/object/1911221/teller,https://recherche.smb.museum/images/5223210_300x300.jpg,https://recherche.smb.museum/images/5223210_300x300.jpg
1811,Staatliche Museen zu Berlin,Kumme,Qing-Dynastie-18. Jh.,"Porzellan, Grisaille-Malerei, Gold","Höhe x Durchmesser: 6,8 x 14,3 cm",[SM8HF],https://id.smb.museum/object/1911220/kumme,https://recherche.smb.museum/images/5031056_300x300.jpg,https://recherche.smb.museum/images/5031056_300x300.jpg
1812,Staatliche Museen zu Berlin,Teller,Qing-Dynastie-18. Jh.,"Porzellan, Grisaille-Malerei, Goldrand","Höhe x Durchmesser: 2,6 x 13,7 cm",[SM8HF],https://id.smb.museum/object/1911219/teller,https://recherche.smb.museum/images/5031054_300x300.jpg,https://recherche.smb.museum/images/5031054_300x300.jpg
1813,Staatliche Museen zu Berlin,Achteckiger Blumenkübel,Jiaqing-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Breite x Tiefe: 11,6 x 21,4 x 31,5 cm",[SM8HF],https://id.smb.museum/object/1911217/achteckiger-blumenkubel,https://recherche.smb.museum/images/5689917_300x300.jpg,https://recherche.smb.museum/images/5689917_300x300.jpg
1814,Staatliche Museen zu Berlin,Becher mit Teller,Qing-Dynastie-18. Jh.,"Porzellan, schwarzbraun bemalt, Vergoldung, glasiert","Höhe x Durchmesser: 4,1 x 7,3 cm (a, Schale)",[SM8HF],https://id.smb.museum/object/1911216/becher-mit-teller,https://recherche.smb.museum/images/5030643_300x300.jpg,https://recherche.smb.museum/images/5030643_300x300.jpg
1815,Staatliche Museen zu Berlin,Fußschale,Jiaqing-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Durchmesser: 11 x 12,2 cm (Öffnung)",[SM8HF],https://id.smb.museum/object/1911213/fussschale,https://recherche.smb.museum/images/5689915_300x300.jpg,https://recherche.smb.museum/images/5689915_300x300.jpg
1816,Staatliche Museen zu Berlin,Teller,Qianlong-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Durchmesser: 4,2 x 22,4 cm (Öffnung)",[SM8HF],https://id.smb.museum/object/1911212/teller,https://recherche.smb.museum/images/5689914_300x300.jpg,https://recherche.smb.museum/images/5689914_300x300.jpg
1817,Staatliche Museen zu Berlin,Räucherkessel,Jiaqing-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Breite x Tiefe: 29,5 x 26,5 x 21 cm",[SM8HF],https://id.smb.museum/object/1911203/raucherkessel,https://recherche.smb.museum/images/5689913_300x300.jpg,https://recherche.smb.museum/images/5689913_300x300.jpg
1818,Staatliche Museen zu Berlin,Kerzenhalter,Qianlong-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Durchmesser: 31 x 14,2 cm",[SM8HF],https://id.smb.museum/object/1911198/kerzenhalter,https://recherche.smb.museum/images/5689912_300x300.jpg,https://recherche.smb.museum/images/5689912_300x300.jpg
1819,Staatliche Museen zu Berlin,Schale,Jiaqing-Periode-Qing (Mandschu) -Dynastie,"Metall, Emaille","Höhe x Durchmesser: 6,3 x 13,5 cm (Öffnung)",[SM8HF],https://id.smb.museum/object/1911131/schale,https://recherche.smb.museum/images/5689908_300x300.jpg,https://recherche.smb.museum/images/5689908_300x300.jpg
1820,Staatliche Museen zu Berlin,Schale,Qing-Dynastie-Guangxu-Ära,"Porzellan, Blaumalerei, glasiert","Höhe x Durchmesser: 6,8 x 13,7 cm",[SM8HF],https://id.smb.museum/object/1911129/schale,https://recherche.smb.museum/images/5689899_300x300.jpg,https://recherche.smb.museum/images/5689899_300x300.jpg
1821,Staatliche Museen zu Berlin,Schale,Qing-Dynastie-Guangxu-Ära,"Porzellan, Blaumalerei, glasiert","Höhe x Durchmesser: 11,2 x 22 cm",[SM8HF],https://id.smb.museum/object/1911127/schale,https://recherche.smb.museum/images/5689898_300x300.jpg,https://recherche.smb.museum/images/5689898_300x300.jpg
